date,close_usd,high_usd,low_usd,open_usd,volume,usdinr,open_inr,high_inr,low_inr,close_inr,daily_return,price_range_inr,commodity,ticker,unit,sector
2010-01-04,17.440000534057617,17.440000534057617,16.8700008392334,17.440000534057617,28,46.28799819946289,25954.06,25954.06,25105.79,25954.06,,848.2700000000004,Silver,SI=F,₹/kg,Precious Metal
2010-01-05,17.7810001373291,17.81999969482422,17.575000762939453,17.7810001373291,38,46.119998931884766,26365.49,26423.32,26060.04,26365.49,0.015852240458718247,363.27999999999884,Silver,SI=F,₹/kg,Precious Metal
2010-01-06,18.163000106811523,18.190000534057617,17.84000015258789,18.163000106811523,19,45.720001220703125,26698.34,26738.03,26223.55,26698.34,0.012624457197647265,514.4799999999996,Silver,SI=F,₹/kg,Precious Metal
2010-01-07,18.33300018310547,18.33300018310547,18.09000015258789,18.33300018310547,7,45.6879997253418,26929.37,26929.37,26572.42,26929.37,0.00865334698711595,356.9500000000007,Silver,SI=F,₹/kg,Precious Metal
2010-01-08,18.45800018310547,18.45800018310547,18.1200008392334,18.45800018310547,3,45.51800155639648,27012.09,27012.09,26517.45,27012.09,0.003071739145772856,494.6399999999994,Silver,SI=F,₹/kg,Precious Metal
2010-01-11,18.683000564575195,18.683000564575195,18.683000564575195,18.683000564575195,22,45.358001708984375,27245.26,27245.26,27245.26,27245.26,0.008632060680976439,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-01-12,18.243000030517578,18.700000762939453,18.243000030517578,18.700000762939453,35,45.61800003051758,27426.37,27426.37,26756.11,26756.11,-0.017953581650532846,670.2599999999984,Silver,SI=F,₹/kg,Precious Metal
2010-01-13,18.538000106811523,18.538000106811523,18.538000106811523,18.538000106811523,15,45.48799896240234,27111.29,27111.29,27111.29,27111.29,0.013274724913300284,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-01-14,18.64299964904785,18.64299964904785,18.64299964904785,18.64299964904785,29,45.5629997253418,27309.8,27309.8,27309.8,27309.8,0.007322041850461591,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-01-15,18.410999298095703,18.395000457763672,18.389999389648438,18.395000457763672,54,45.803001403808594,27088.45,27088.45,27081.09,27112.01,-0.007242455089381816,7.360000000000582,Silver,SI=F,₹/kg,Precious Metal
2010-01-19,18.784000396728516,18.784000396728516,18.479999542236328,18.784000396728516,136,45.84799957275391,27688.47,27688.47,27240.36,27688.47,0.021262163889730124,448.1100000000006,Silver,SI=F,₹/kg,Precious Metal
2010-01-20,17.865999221801758,17.865999221801758,17.865999221801758,17.865999221801758,6,46.11800003051758,26490.38,26490.38,26490.38,26490.38,-0.04327035766151033,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-01-21,17.496000289916992,17.496000289916992,17.496000289916992,17.496000289916992,1,46.108001708984375,25936.15,25936.15,25936.15,25936.15,-0.02092193467968373,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-01-22,16.917999267578125,17.139999389648438,16.917999267578125,16.917999267578125,5,46.22299957275391,25141.87,25471.78,25141.87,25141.87,-0.03062443732011122,329.90999999999985,Silver,SI=F,₹/kg,Precious Metal
2010-01-25,17.131000518798828,17.131000518798828,17.131000518798828,17.131000518798828,2,46.07799911499024,25378.55,25378.55,25378.55,25378.55,0.009413778688697416,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-01-26,16.84600067138672,16.84600067138672,16.84600067138672,16.84600067138672,1,45.84799957275391,24831.77,24831.77,24831.77,24831.77,-0.02154496612296597,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-01-27,16.42799949645996,16.42799949645996,16.42799949645996,16.42799949645996,55,46.31800079345703,24463.86,24463.86,24463.86,24463.86,-0.014816100503508234,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-01-28,16.20199966430664,16.20199966430664,16.20199966430664,16.20199966430664,135,46.34799957275391,24142.93,24142.93,24142.93,24142.93,-0.013118534851000674,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-01-29,16.183000564575195,16.34000015258789,16.100000381469727,16.183000564575195,23,46.09799957275391,23984.55,24217.24,23861.54,23984.55,-0.006560098546448234,355.7000000000007,Silver,SI=F,₹/kg,Precious Metal
2010-02-01,16.652999877929688,16.652999877929688,16.652999877929688,16.652999877929688,128,46.28799819946289,24782.85,24782.85,24782.85,24782.85,0.03328392652770229,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-02-02,16.736000061035156,16.736000061035156,16.736000061035156,16.736000061035156,18,46.09999847412109,24805.22,24805.22,24805.22,24805.22,0.0009026403339407185,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-02-03,16.309999465942383,16.6200008392334,16.360000610351562,16.6200008392334,3,45.900001525878906,24526.42,24526.42,24142.73,24068.95,-0.029682058856966398,383.6899999999987,Silver,SI=F,₹/kg,Precious Metal
2010-02-04,15.343000411987305,16.030000686645508,15.260000228881836,16.030000686645508,4,46.209999084472656,23815.51,23815.51,22671.54,22794.85,-0.05293542094690473,1143.9699999999975,Silver,SI=F,₹/kg,Precious Metal
2010-02-05,14.822999954223633,14.822999954223633,14.822999954223633,14.822999954223633,54,46.619998931884766,22217.68,22217.68,22217.68,22217.68,-0.02532019293831711,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-02-08,15.07800006866455,15.15999984741211,15.0,15.07800006866455,224,46.709999084472656,22643.52,22766.67,22526.39,22643.52,0.019166717677093104,240.27999999999884,Silver,SI=F,₹/kg,Precious Metal
2010-02-09,15.430999755859375,15.430999755859375,15.430999755859375,15.430999755859375,3,46.38999938964844,23014.89,23014.89,23014.89,23014.89,0.01640071861618675,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-02-10,15.302000045776367,15.302000045776367,15.302000045776367,15.302000045776367,300,46.37799835205078,22816.58,22816.58,22816.58,22816.58,-0.008616595603976318,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-02-11,15.592000007629395,15.592000007629395,15.592000007629395,15.592000007629395,91,46.400001525878906,23260.03,23260.03,23260.03,23260.03,0.019435428096585827,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-02-12,15.449000358581543,15.449000358581543,15.449000358581543,15.449000358581543,91,46.400001525878906,23046.7,23046.7,23046.7,23046.7,-0.009171527293816872,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-02-16,16.149999618530273,16.149999618530273,16.149999618530273,16.149999618530273,48,45.97999954223633,23874.37,23874.37,23874.37,23874.37,0.03591273371024917,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-02-17,16.097999572753906,16.097999572753906,16.097999572753906,16.097999572753906,14,46.007999420166016,23811.99,23811.99,23811.99,23811.99,-0.0026128438153549816,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-02-18,16.059999465942383,16.059999465942383,16.059999465942383,16.059999465942383,14,46.13999938964844,23823.94,23823.94,23823.94,23823.94,0.0005018480185821073,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-02-19,16.413000106811523,16.413000106811523,16.413000106811523,16.413000106811523,5,46.18000030517578,24368.7,24368.7,24368.7,24368.7,0.022866075048879386,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-02-22,16.222000122070312,16.222000122070312,16.222000122070312,16.222000122070312,5,46.09999847412109,24043.39,24043.39,24043.39,24043.39,-0.013349501614776438,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-02-23,15.887999534606934,15.887999534606934,15.887999534606934,15.887999534606934,5,46.26800155639648,23634.17,23634.17,23634.17,23634.17,-0.017020062478710463,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-02-24,15.9399995803833,15.9399995803833,15.9399995803833,15.9399995803833,45350,46.28799819946289,23721.77,23721.77,23721.77,23721.77,0.003706497837664857,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-02-25,16.110000610351562,16.155000686645508,15.609999656677246,15.930000305175781,36532,46.29999923706055,23713.04,24047.97,23236.69,23980.98,0.010927093551619471,811.2800000000025,Silver,SI=F,₹/kg,Precious Metal
2010-02-26,16.5,16.520000457763672,16.024999618530273,16.084999084472656,3883,45.900001525878906,23736.91,24378.85,23648.37,24349.33,0.015360089537625354,730.4799999999996,Silver,SI=F,₹/kg,Precious Metal
2010-03-01,16.448999404907227,16.739999771118164,16.415000915527344,16.5,1010,46.0,24402.38,24757.32,24276.67,24326.95,-0.0009191217992445821,480.65000000000146,Silver,SI=F,₹/kg,Precious Metal
2010-03-02,17.04400062561035,17.075000762939453,16.31999969482422,16.475000381469727,749,46.02799987792969,24380.24,25268.14,24150.86,25222.26,0.03680321618616378,1117.2799999999988,Silver,SI=F,₹/kg,Precious Metal
2010-03-03,17.30900001525879,17.350000381469727,16.895000457763672,16.94499969482422,852,45.54999923706055,24815.35,25408.46,24742.13,25348.41,0.005001534358935356,666.3299999999981,Silver,SI=F,₹/kg,Precious Metal
2010-03-04,17.1560001373291,17.350000381469727,17.059999465942383,17.139999389648438,648,45.66999816894531,25167.05,25475.39,25049.58,25190.54,-0.0062280040444351314,425.8099999999977,Silver,SI=F,₹/kg,Precious Metal
2010-03-05,17.36199951171875,17.475000381469727,17.1299991607666,17.36199951171875,339,45.45000076293945,25370.21,25535.33,25031.2,25370.21,0.007132439399869961,504.130000000001,Silver,SI=F,₹/kg,Precious Metal
2010-03-08,17.25200080871582,17.479999542236328,17.165000915527344,17.25200080871582,293,45.400001525878906,25181.74,25514.54,25054.75,25181.74,-0.007428791484185515,459.7900000000009,Silver,SI=F,₹/kg,Precious Metal
2010-03-09,17.31800079345703,17.325000762939453,16.90999984741211,17.31800079345703,374,45.54999923706055,25361.59,25371.85,24764.09,25361.59,0.007142079935699375,607.7599999999984,Silver,SI=F,₹/kg,Precious Metal
2010-03-10,16.993999481201172,16.993999481201172,16.993999481201172,16.993999481201172,256,45.310001373291016,24755.98,24755.98,24755.98,24755.98,-0.023879023357762708,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-03-11,17.13599967956543,17.13599967956543,16.8799991607666,17.13599967956543,474,45.45000076293945,25039.97,25039.97,24665.89,25039.97,0.011471571717217577,374.08000000000175,Silver,SI=F,₹/kg,Precious Metal
2010-03-12,17.02400016784668,17.02400016784668,17.02400016784668,17.02400016784668,351,45.49800109863281,24902.58,24902.58,24902.58,24902.58,-0.005486827659937243,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-03-15,17.08300018310547,17.1200008392334,17.0049991607666,17.08300018310547,285,45.55799865722656,25021.84,25076.03,24907.59,25021.84,0.0047890620168673514,168.4399999999987,Silver,SI=F,₹/kg,Precious Metal
2010-03-16,17.33300018310547,17.450000762939453,17.125,17.125,53,45.38999938964844,24990.86,25465.14,24990.86,25294.4,0.010892883976558076,474.27999999999884,Silver,SI=F,₹/kg,Precious Metal
2010-03-17,17.50200080871582,17.50200080871582,17.399999618530273,17.50200080871582,55,45.27999877929688,25479.13,25479.13,25330.64,25479.13,0.007303197545701856,148.4900000000016,Silver,SI=F,₹/kg,Precious Metal
2010-03-18,17.406999588012695,17.520000457763672,17.354999542236328,17.406999588012695,144,45.38999938964844,25402.39,25567.29,25326.5,25402.39,-0.003011876779152267,240.79000000000087,Silver,SI=F,₹/kg,Precious Metal
2010-03-19,17.017000198364258,17.364999771118164,16.989999771118164,17.017000198364258,209,45.25,24756.66,25262.93,24717.38,24756.66,-0.025420049058376026,545.5499999999993,Silver,SI=F,₹/kg,Precious Metal
2010-03-22,16.920000076293945,16.920000076293945,16.920000076293945,16.920000076293945,65,45.470001220703125,24735.22,24735.22,24735.22,24735.22,-0.0008660295855741351,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-03-23,17.011999130249023,17.011999130249023,17.011999130249023,17.011999130249023,29,45.400001525878906,24831.43,24831.43,24831.43,24831.43,0.0038895954836868363,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-03-24,16.625999450683594,16.625999450683594,16.625999450683594,16.625999450683594,31,45.400001525878906,24268.0,24268.0,24268.0,24268.0,-0.02269019544987949,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-03-25,16.726999282836914,16.726999282836914,16.726999282836914,16.726999282836914,111,45.48799896240234,24462.75,24462.75,24462.75,24462.75,0.008024971155430993,0.0,Silver,SI=F,₹/kg,Precious Metal
2010-03-26,16.893999099731445,16.920000076293945,16.59000015258789,16.893999099731445,114,45.11000061035156,24501.67,24539.38,24060.78,24501.67,0.0015909903833377648,478.6000000000022,Silver,SI=F,₹/kg,Precious Metal
2010-03-29,17.37299919128418,17.37299919128418,17.37299919128418,17.37299919128418,137,44.79999923706055,25023.22,25023.22,25023.22,25023.22,0.021286304158043334,0.0,Silver,SI=F,₹/kg,Precious Metal
