date,actual,predicted
2024-08-30,27.951000213623047,29.10504158424107
2024-09-03,28.16699981689453,28.674406056143198
2024-09-04,28.71999931335449,28.798777459521894
2024-09-05,27.808000564575195,29.099085451005013
2024-09-06,28.291000366210938,28.60148255776511
2024-09-09,28.256999969482425,28.874315121399306
2024-09-10,28.5629997253418,28.852642278988164
2024-09-11,29.74300003051757,29.030931293232705
2024-09-12,30.698999404907227,29.67058825264266
2024-09-13,30.770999908447266,30.186500193002136
2024-09-16,30.61899948120117,30.217119501282298
2024-09-17,30.340999603271484,30.151404206584225
2024-09-18,31.0939998626709,30.01049040963828
2024-09-19,31.176000595092773,30.36969789233822
2024-09-20,30.76700019836425,30.435280869173788
2024-09-23,32.11100006103516,30.259055346051206
2024-09-24,31.69799995422364,30.951788706425127
2024-09-25,32.025001525878906,30.766170243879493
2024-09-26,31.518999099731445,30.88015187103804
2024-09-27,31.16399955749512,30.66826138200075
2024-09-30,31.44499969482422,30.475537107042854
2024-10-01,31.62800025939941,30.56685622033516
2024-10-02,32.18899917602539,30.675260592808318
2024-10-03,32.12799835205078,30.888123486588576
2024-10-04,31.7450008392334,30.977324843736756
2024-10-07,30.354999542236328,30.797681067309348
2024-10-08,30.424999237060547,30.06356618905525
2024-10-09,31.0049991607666,30.058559116792292
2024-10-10,31.520000457763672,30.39785242725914
2024-10-11,31.08300018310547,30.666883149543672
2024-10-14,31.527000427246094,30.448419456939305
2024-10-15,31.76000022888184,30.671849327519958
2024-10-16,31.57299995422364,30.78727140271318
2024-10-17,33.03200149536133,30.712702438103186
2024-10-18,33.86899948120117,31.51254064908089
2024-10-21,34.83100128173828,31.94226430231581
2024-10-22,33.63999938964844,32.487439691301
2024-10-23,33.61100006103516,31.85988725731532
2024-10-24,33.60300064086914,31.84038717048691
2024-10-25,33.83000183105469,31.798126105252422
2024-10-28,34.26900100708008,31.91340618334602
2024-10-29,33.91400146484375,32.04965710257227
2024-10-30,32.65299987792969,32.005684695692764
2024-10-31,32.54199981689453,31.32187118665425
2024-11-01,32.47999954223633,31.24892960064455
2024-11-04,32.654998779296875,31.215632719452138
2024-11-05,31.22100067138672,31.21251323866705
2024-11-06,31.76499938964844,30.553860579290834
2024-11-07,31.358999252319336,30.75721306148642
2024-11-08,30.540000915527344,30.651131695906088
2024-11-11,30.68600082397461,30.231610786052627
2024-11-12,30.59000015258789,30.141607461334807
2024-11-13,30.507999420166016,30.206961213839808
2024-11-14,30.371000289916992,30.166670495524947
2024-11-15,31.163000106811523,30.095731006211984
2024-11-18,31.20800018310547,30.500570332381038
2024-11-19,30.95599937438965,30.470992099146663
2024-11-20,30.91200065612793,30.381772082496376
2024-11-21,31.30900001525879,30.31561418768326
2024-11-22,30.209999084472656,30.512576888486528
2024-11-25,30.38800048828125,30.01255376356592
2024-11-26,30.11100006103516,30.048050480049092
2024-11-27,30.684999465942383,29.930047531705107
2024-11-29,30.448999404907227,30.261776201890687
2024-12-02,31.07699966430664,30.085237419693406
2024-12-03,31.5049991607666,30.460549314331125
2024-12-04,31.13400077819824,30.705944730253027
2024-12-05,31.18600082397461,30.54097028545825
2024-12-06,32.215999603271484,30.465255616014687
2024-12-09,32.362998962402344,31.090243934748436
2024-12-10,32.5620002746582,31.11508552227669
2024-12-11,31.22800064086914,31.224431682325257
2024-12-12,30.655000686645508,30.54074897426479
2024-12-13,30.69700050354004,30.214847859053442
2024-12-16,30.57299995422364,30.23764342817613
2024-12-17,30.40999984741211,30.15043520392107
2024-12-18,29.0939998626709,30.002520699631624
2024-12-19,29.65999984741211,29.370632574415843
2024-12-20,29.88800048828125,29.687582261147178
2024-12-23,29.974000930786133,29.8025783962877
2024-12-24,30.04700088500977,29.873828489332205
2024-12-26,29.655000686645508,29.89691193558952
2024-12-27,29.106000900268555,29.705026927418796
2024-12-30,28.940000534057617,29.35871174183381
2024-12-31,29.621999740600582,29.352089263740293
2025-01-02,29.80599975585937,29.666458993560124
2025-01-03,30.34199905395508,29.71167585630149
2025-01-06,30.44700050354004,30.049402855041507
2025-01-07,30.45199966430664,30.13651833527876
2025-01-08,30.791000366210938,30.16691704176518
2025-01-09,31.090999603271484,30.338093442664004
2025-01-10,30.090999603271484,30.503459590644866
2025-01-13,30.131999969482425,29.996807451614014
2025-01-14,31.319000244140625,29.907594472877562
2025-01-15,31.52300071716309,30.589337831631752
2025-01-16,30.951000213623047,30.730628683583326
2025-01-17,31.31100082397461,30.44105737780916
2025-01-21,31.23900032043457,30.58848892239969
2025-01-22,30.67300033569336,30.51937145331084
2025-01-23,31.02300071716309,30.340875374691358
2025-01-24,30.253999710083008,30.46542301118035
2025-01-27,30.72699928283692,30.025571371534117
2025-01-28,31.238000869750977,30.352624075184373
2025-01-29,32.36399841308594,30.55484574433515
2025-01-30,32.12799835205078,31.208172331295195
2025-01-31,32.391998291015625,31.073493097442956
2025-02-03,32.88800048828125,31.09439913642233
2025-02-04,32.85699844360352,31.414044420221874
2025-02-05,32.518001556396484,31.41417100197659
2025-02-06,32.334999084472656,31.287476473387436
2025-02-07,32.391998291015625,31.242068309800935
2025-02-10,32.23099899291992,31.242014984369867
2025-02-11,32.69499969482422,31.205223968488568
2025-02-12,32.650001525878906,31.378648699327858
2025-02-13,32.80099868774414,31.42558673036649
2025-02-14,33.31700134277344,31.536188006026187
2025-02-18,32.99300003051758,31.75277748200039
2025-02-19,33.444000244140625,31.600758499478875
2025-02-20,32.97600173950195,31.80077380122687
2025-02-21,32.57500076293945,31.605290760373457
2025-02-24,31.801000595092773,31.400123076813465
2025-02-25,32.25299835205078,30.972358017551265
2025-02-26,31.801000595092773,31.227631091737955
2025-02-27,31.2189998626709,30.891283543264493
2025-02-28,32.03200149536133,30.6187739623092
2025-03-03,32.108001708984375,31.014386847717248
2025-03-04,32.858001708984375,31.151703465769366
2025-03-05,33.0629997253418,31.499747604977557
2025-03-06,32.54800033569336,31.67026166737004
2025-03-07,32.275001525878906,31.400977067124415
2025-03-10,32.88800048828125,31.22507871331947
2025-03-11,33.48400115966797,31.51384621855422
2025-03-12,34.05099868774414,31.806642291142715
2025-03-13,34.1870002746582,32.15795263847271
2025-03-14,34.07400131225586,32.32220639202681
2025-03-17,34.57899856567383,32.27288491408662
2025-03-18,33.974998474121094,32.52006034749516
2025-03-19,33.7859992980957,32.209468771120555
2025-03-20,33.290000915527344,32.10490711890638
2025-03-21,33.26499938964844,31.82057918487846
2025-03-24,34.00199890136719,31.8125145811874
2025-03-25,34.03300094604492,32.21707666963011
2025-03-26,34.89699935913086,32.21290595793077
2025-03-27,34.64400100708008,32.70235181894761
2025-03-28,34.457000732421875,32.575254829977
2025-03-31,34.15800094604492,32.479369764978166
2025-04-01,34.499000549316406,32.347763316756875
2025-04-02,31.8439998626709,32.52214608828057
2025-04-03,29.11599922180176,31.029955081401226
2025-04-04,29.51000022888184,29.535613956769712
2025-04-07,29.59199905395508,29.520707056113373
2025-04-08,30.32299995422364,29.827138070513513
2025-04-09,30.67099952697754,30.21024182093456
2025-04-10,31.823999404907227,30.412626225463754
2025-04-11,32.09199905395508,31.04975363404438
2025-04-14,32.22700119018555,31.10686605627498
2025-04-15,32.92599868774414,31.16167259086017
2025-04-16,32.41999816894531,31.592766093062252
2025-04-17,32.49599838256836,31.40913861489313
